;----------------------------------------------------------,
12518,アラーナ
12519,アルバ
12520,アルバータ
12521,アルダ
12522,アルディス
12523,アレシア
12524,アレックス
12525,アレクサンドラ
12526,アレックス
12527,アレクシア
12528,アレクシス
12529,アルジー
12530,アリス
12531,アリシア
12532,アリサ
12533,アリスン
12534,アリッサ
12535,アリー
12536,アルファ
12537,アルシア
12538,アルマ
12539,アルウィーン
12540,アマベル
12541,アマンダ
12542,アンバー
12543,アメリア
12544,アメジスト
12545,エイミー
12546,アナベル
12547,アナスタシア
12548,アンドレア
12549,アンジェラ
12550,アンジェリア
12551,アンジェリカ
12552,アンジェリーナ
12553,アンジェリン
12554,アニタ
12555,アン
12556,アナ
12557,アンナマリー
12558,アナベル
12559,アナベラ
12560,アン
12561,アネリ
12562,アネット
12563,アニー
12564,アニス
12565,アニー
12566,アントワネット
12567,アントニア
12568,アポロニア
12569,エイプリル
12570,アラベラ
12571,エーリアル
12572,アーリン
12573,アルテミシア
12574,アーサ
12575,アシュレイ
12576,オードリー
12577,オーガスタ
12578,オーレリア
12579,エーヴリル
12580,アゼレア
12581,バベット
12582,バーバラ
12583,バービー
12584,バーブラ
12585,ビーティ
12586,ベアトリス
12587,ベアトリクス
12588,ベベ
12589,ベッキー
12590,ベデリア
12591,ベリンダ
12592,ベル
12593,ベラ
12594,ベル
12595,ベニタ
12596,バーニス
12597,バーサ
12598,ベリル
12599,ベス
12600,ベシー
12601,ベス
12602,ベッティ
12603,ベティーナ
12604,ベッツィ
12605,ベティ
12606,ビバリー
12607,ビアンカ
12608,ビリー
12609,ビニー
12610,ボニー
12611,ブレンダ
12612,ブリアナ
12613,ブリジット
12614,カミラ
12615,キャンディス
12616,カリーナ
12617,カーラ
12618,キャロル
12619,キャロライン
12620,キャロリン
12621,キャリー
12622,カサンドラ
12623,キャシー
12624,キャス
12625,キャサリン
12626,キャスリーン
12627,キャシー
12628,セシル
12629,セシリア
12630,セシリー
12631,セリア
12632,セリーヌ
12633,セレステ
12634,シャンテル
12635,シャーリーン
12636,シャーロット
12637,チャーミアン
12638,チェルシー
12639,シェミー
12640,シェアー
12641,シェリー
12642,チェリー
12643,シェリル
12644,クローイ
12645,クリッシー
12646,クリスチャン
12647,クリスティアナ
12648,クリスティー
12649,クリスティーナ
12650,クリスティン
12651,クリスティーナ
12652,シンディ
12653,クレア
12654,クララ
12655,クレア
12656,クラリス
12657,クラリッサ
12658,クローディア
12659,クレメンス
12660,クレメンティーナ
12661,クレメンタイン
12662,コレット
12663,コリーン
12664,コニー
12665,コンスタンス
12666,コンスタンティア
12667,コーラ
12668,コーデリア
12669,コリンナ
12670,コリーン
12671,コーネリア
12672,コートニー
12673,クリステル
12674,クリスティーナ
12675,クリスタル
12676,シンディ
12677,シンシア
12678,ダーナ
12679,デイジー
12680,ダニエル
12681,ダニー
12682,ダフネ
12683,ダリオ
12684,ダーリン
12685,ダリル
12686,ディアナ
12687,デビー
12688,デボラ
12689,デブラ
12690,ディルドレ
12691,デリア
12692,デラ
12693,デメトリア
12694,デニス
12695,ダイアモンド
12696,ダイアナ
12697,ダイアン
12698,ダイナ
12699,ディビナ
12700,ディクシー
12701,ドッディー
12702,ドリー
12703,ドロレス
12704,ドミニカ
12705,ドナ
12706,ドーラ
12707,ドリーン
12708,ドリス
12709,ドロシア
12710,ドロシー
12711,ドッティ
12712,ドゥルシラ
12713,ダルシー
12714,アーサー
12715,イーディ
12716,イーディス
12717,エドナ
12718,エフィー
12719,アイリーン
12720,エレイン
12721,エレアノール
12722,エレアノーラ
12723,エレクトラ
12724,エレナ
12725,エレオノーラ
12726,エリサ
12727,エリス
12728,イライザ
12729,エリザベス
12730,エラ
12731,エレン
12732,エリー
12733,イライザ
12734,エルマ
12735,エロイーズ
12736,エルザ
12737,エルシー
12738,エルヴィラ
12739,エム
12740,エミリア
12741,エミリー
12742,エマ
12743,エメリナ
12744,エメリン
12745,エミ
12746,エミー
12747,イーニッド
12748,エノーラ
12749,エピー
12750,エリカ
12751,アーマントゥルード
12752,アーネスティン
12753,エステラ
12754,エステル
12755,エスター
12756,エセル
12757,エッタ
12758,エティ
12759,ユードラ
12760,ユージニア
12761,ユニス
12762,ユーフェミア
12763,エヴァ
12764,エヴァドニ
12765,エヴァンジェリナ
12766,エヴァンジェリン
12767,イヴ
12768,イヴリン
12769,フェイス
12770,ファニー
12771,ファティマ
12772,フェイ
12773,フェリス
12774,フェリシア
12775,フィオナ
12776,フロ
12777,フローラ
12778,フローレンス
12779,フラン
12780,フランセス
12781,フランチェスカ
12782,フランシスカ
12783,フランキー
12784,フラニー
12785,フリーダ
12786,フレディ
12787,フレデリカ
12788,フリーダ
12789,ガブリエル
12790,ゲイル
12791,ガラテア
12792,ジェマ
12793,ジーン
12794,ジュネヴィーヴ
12795,ジョージア
12796,ジョージアナ
12797,ジョージー
12798,ジョージナ
12799,ジェラルディン
12800,ゲルダ
12801,ジェリ
12802,ゲリー
12803,ガートルー
12804,ガーティ
12805,ジリアン
12806,ジンジャー
12807,ジネブラ
12808,ジニー
12809,ジゼル
12810,グラディス
12811,グレンダ
12812,グロリア
12813,グロリアーナ
12814,グリニス
12815,ゴディバ
12816,ゴールディ
12817,グレイス
12818,グレタ
12819,グレッチェン
12820,グリゼルダ
12821,グリッティ
12822,グリゼル
12823,ギネヴィア
12824,グエンドリン
12825,グエンダ
12826,グエンドリン
12827,グエナヴィア
12828,ハナ
12829,ハンナ
12830,ハナ
12831,ハリエット
12832,ハーモニー
12833,ハリエット
12834,ハリー
12835,ハーティ
12836,ヘーゼル
12837,ヘイリー
12838,ヘザー
12839,ヘレン
12840,ヘレナ
12841,ヘロイーズ
12842,ヘンリエッタ
12843,ハーマイオニー
12844,ヘスター
12845,ヘティー
12846,ヒラリー
12847,ヒルダ
12848,ヒルデガード
12849,ホリー
12850,オナー
12851,ホープ
12852,イヴ
12853,イボット
12854,アイダ
12855,イルゲ
12856,イレーナ
12857,イモジェン
12858,アイナ
12859,アイネズ
12860,イングリッド
12861,アイオネ
12862,イフィゲニア
12863,アイラ
12864,アイリーン
12865,アイリス
12866,イルマ
12867,イザベル
12868,イザベラ
12869,イザドラ
12870,イザベル
12871,アイヴィー
12872,ジャッキー
12873,ジャクリーン
12874,ジャッキー
12875,ジェード
12876,ジェール
12877,ジェイミー
12878,ジェーン
12879,ジャネット
12880,ジャニス
12881,ジェイニー
12882,ジャニス
12883,ジャネット
12884,ジャスミン
12885,ジャヤ
12886,ジーン
12887,ジャネット
12888,ジェマイマ
12889,ジェニ
12890,ジェニファー
12891,ジェナ
12892,ジェニー
12893,ジェニファー
12894,ジェニー
12895,ジェシカ
12896,ジェシー
12897,ジル
12898,ジリー
12899,ジョー
12900,ジョーン
12901,ジョアナ
12902,ジョアン
12903,ジョディ
12904,ジョエリー
12905,ジョーハンナ
12906,ジョリー
12907,ジョリーン
12908,ジョセフ
12909,ジョセフィン
12910,ジョイス
12911,ジュアニッタ
12912,ジュディ
12913,ジュディス
12914,ジュリア
12915,ジュリアン
12916,ジュリアンナ
12917,ジュリー
12918,ジュリエット
12919,ジューン
12920,ジュニアータ
12921,ジャスティナ
12922,ジャスティン
12923,カレン
12924,ケイト
12925,キャサリン
12926,キャスリーン
12927,キャスリン
12928,キャシー
12929,ケイティー
12930,カティーナ
12931,カトリーナ
12932,カトリーン
12933,カティ
12934,ケイ
12935,ケリー
12936,ケアリー
12937,キザイア
12938,キム
12939,キンバリー
12940,キルステン
12941,カースティ
12942,キット
12943,キティー
12944,クリスティン
12945,ラティーシャ
12946,レイラ
12947,ラーラ
12948,ラナ
12949,ローラ
12950,ローレル
12951,ローレン
12952,ローレル
12953,ローレンシア
12954,ローリー
12955,ラヴィニア
12956,リア
12957,リー
12958,リーラ
12959,レーナ
12960,レスリー
12961,レスリー＝アン
12962,レノール
12963,レオノール
12964,レオノーラ
12965,レティーシャ
12966,レティス
12967,リア
12968,リアン
12969,リビー
12970,リンゼイ
12971,リリアン
12972,リリス
12973,リリー
12974,リンダ
12975,リンゼイ
12976,リンジー
12977,リサ
12978,リズ
12979,ライザ
12980,リズベス
12981,リズィー
12982,リリアン
12983,ロイス
12984,ローラ
12985,ロリータ
12986,ローラ
12987,ロレイン
12988,ロレーン
12989,ロレッタ
12990,ローナ
12991,ロレイン
12992,ロッティ
12993,ルイーザ
12994,ルイーズ
12995,ルアナ
12996,ルアンナ
12997,ルーシー
12998,ルシール
12999,ルシンダ
13000,ルクレース
13001,ルクレーシャ
13002,ルーシー
13003,ルシアンナ
13004,ルエラ
13005,ルイーザ
13006,ルル
13007,ルナ
13008,リディア
13009,リネット
13010,リン
13011,リンジー
13012,メーベル
13013,マダリン
13014,マデリン
13015,マッジ
13016,マディソン
13017,マドンナ
13018,メイ
13019,マグ
13020,マグタリン
13021,マギー
13022,メイジー
13023,マール
13024,マリー
13025,マルヴィナ
13026,マルヴィン
13027,マライア
13028,マルセラ
13029,マーシャ
13030,マーガレット
13031,マーガレッタ
13032,マージェリー
13033,マーゴ
13034,マーゴット
13035,マルグリット
13036,マリー
13037,マリア
13038,マリアン
13039,マリアンヌ
13040,マリー
13041,マリカ
13042,マリラ
13043,マリリン
13044,マリナ
13045,マリオン
13046,マリサ
13047,マージョリー
13048,マーリン
13049,マーシャ
13050,マーサ
13051,マルティナ
13052,メアリー
13053,マティルダ
13054,モード
13055,モーディ
13056,モードリン
13057,モーリン
13058,メーヴィス
13059,マクシー
13060,マクシーン
13061,メイ
13062,メーガン
13063,メグ
13064,メーガン
13065,メル
13066,メラニー
13067,メリンダ
13068,メリッサ
13069,メロディ
13070,メルヴィナ
13071,メルセデス
13072,マーシー
13073,メレディス
13074,メリエル
13075,マール
13076,メリリース
13077,マイリ
13078,ミッシェラ
13079,ミッシェル
13080,ミッキー
13081,ミルドレッド
13082,ミリセント
13083,ミリー
13084,ミネルヴァ
13085,ミニー
13086,ミラ
13087,ミラベル
13088,ミランダ
13089,ミリアム
13090,モイラ
13091,モリー
13092,モーナ
13093,モニカ
13094,モラグ
13095,ミュリエル
13096,マイラ
13097,マートル
13098,ナディア
13099,ナディーン
13100,ナン
13101,ナンシー
13102,ナオミ
13103,ナタリア
13104,ナタリー
13105,ナターシャ
13106,ナタリア
13107,ナタリー
13108,ネル
13109,ネリー
13110,ニッキー
13111,ニコラ
13112,ニッキー
13113,ニーナ
13114,ノエル
13115,ノーラ
13116,ノリーン
13117,ノーマ
13118,オルガ
13119,オリーヴ
13120,オリヴィア
13121,オリンピア
13122,オパール
13123,オフィーリア
13124,オリアーナ
13125,パメラ
13126,パンジー
13127,パスカル
13128,パット
13129,パティ
13130,パトリシア
13131,パッツィ
13132,パティ
13133,パッツィ
13134,ポーラ
13135,ポーリーン
13136,ポーレット
13137,ポーリーン
13138,パール
13139,ペグ
13140,ペギー
13141,ペネロペ
13142,ペニー
13143,ペルセフォネ
13144,パーシス
13145,ペトゥラ
13146,フィービー
13147,フィル
13148,フィラーナ
13149,フィリーネ
13150,フィリパ
13151,フィリズ
13152,フィリー
13153,フィービー
13154,フィリーダ
13155,フィリス
13156,ピッパ
13157,ポール
13158,ポリー
13159,ポリアンナ
13160,ポルシャ
13161,プリムローズ
13162,プリシラ
13163,プリシー
13164,プルネラ
13165,レイチェル
13166,ラシェル
13167,ラモーナ
13168,ランダ
13169,ランディ
13170,レイ
13171,レーガン
13172,レベッカ
13173,リベカ
13174,レジーナ
13175,レイナ
13176,レナ
13177,レニー
13178,レニエ
13179,ローダ
13180,リア
13181,リナ
13182,リタ
13183,ロバータ
13184,ロビン
13185,ロビーナ
13186,ロビネッタ
13187,ロビン
13188,ローマ
13189,ロミー
13190,ローザ
13191,ロザリー
13192,ロザリンド
13193,ロザモンド
13194,ロザンナ
13195,ロザンヌ
13196,ローズ
13197,ローズマリー
13198,ロージー
13199,ロウェーナー
13200,ロクサンナ
13201,ルビー
13202,ルース
13203,サベラ
13204,サビナ
13205,セイディ
13206,サフロン
13207,サリー
13208,サロメ
13209,サム
13210,サマンサ
13211,サンドラ
13212,サンディ
13213,サラ
13214,サスキア
13215,ショーナ
13216,セリーナ
13217,セルマ
13218,セラフィーナ
13219,セシィー
13220,シャノン
13221,シャロン
13222,シャズネイ
13223,シェーラ
13224,シェリー
13225,シャーリー
13226,ショーナ
13227,シュラミト
13228,シアン
13229,シビル
13230,シドニー
13231,シエナ
13232,シルヴィア
13233,シニード
13234,ソニア
13235,ソフィア
13236,ソフィー
13237,ステイシー
13238,スター
13239,ステラ
13240,ステファニー
13241,スー
13242,スーエレン
13243,スーキー
13244,スーザン
13245,スザンナ
13246,スージー
13247,スザンヌ
13248,スージー
13249,シビル
13250,シルヴィア
13251,タバサ
13252,タリア
13253,タルラー
13254,タニア
13255,タラ
13256,テリー
13257,テルシェ
13258,テレーザ
13259,テレーゼ
13260,テリー
13261,ティア
13262,セルマ
13263,テレサ
13264,テレーゼ
13265,ティビー
13266,ティファニー
13267,ティルダ
13268,ティリー
13269,ティーナ
13270,トィリャサ
13271,トニー
13272,トレーシー
13273,トリシア
13274,トリクシー
13275,ウナ
13276,ウルスラ
13277,ヴァル
13278,ヴァレンティナ
13279,ヴァレンタイン
13280,ヴァレリア
13281,ヴァレリー
13282,ヴァネッサ
13283,ヴィーナス
13284,ヴェラ
13285,ヴァーナ
13286,ヴェロニカ
13287,ヴィ
13288,ヴィッキー
13289,ヴィクトリア
13290,ヴィニー
13291,ヴァイオラ
13292,ヴァイオレット
13293,ヴァージル
13294,ヴァージニア
13295,ヴィヴ
13296,ヴィヴァ
13297,ヴィヴィア
13298,ヴィヴィアン
13299,ワンダ
13300,ウェンディ
13301,ウィルマ
13302,ウィロメナ
13303,ウィン
13304,ウィニフレッド
13305,ウィニー
13306,ザンティピー
13307,ヨランダ
13308,ヨランデ
13309,イヴォンヌ
13310,ザンドラ
13311,ザンティピー
13312,ゼルダ
13313,ゼノヴィア
13314,ジラ
13315,ゾーイ
13316,ゾーラ

13500,アデライード
13501,アデール
13502,アデリーヌ
13503,アドリエンヌ
13504,アガット
13505,アグラエ
13506,アニエス
13507,エメ
13508,アルベルティーヌ
13509,アレクシア
13510,アレット
13511,アレクサンドラ
13512,アレクサンドリーネ
13513,アリア
13514,アリス
13515,アリエノール
13516,アリーヌ
13517,アリゼ
13518,アルフォンシーヌ
13519,アマンド
13520,アンブロシーヌ
13521,アメリー
13522,アミラ
13523,アナイス
13524,アンドレア
13525,アネモーネ
13526,アンジェル
13527,アンジェリーヌ
13528,アンジェリーク
13529,アニセー
13530,アナ
13531,アナベラ
13532,アンヌ
13533,アネット
13534,アニック
13535,アニー
13536,アヌーク
13537,アントワーヌ
13538,アントワネット
13539,アントナン
13540,アポリーヌ
13541,アラベル
13542,アリアンヌ
13543,アリエンヌ
13544,アリエル
13545,アルメル
13546,アルテミシア
13547,アタリー
13548,オービーヌ
13549,オドレイ
13550,オーギュスタ
13551,オギュスティーヌ
13552,オーレリー
13553,バベット
13554,バルバラ
13555,ベアトリス
13556,ベル
13557,ベネディクト
13558,ベレンガリア
13559,べレンジェール
13560,ベレニス
13561,ベルナデット
13562,ベルト
13563,ベルティユ
13564,ベツィー
13565,ブランシュ
13566,ブランディーヌ
13567,ブリューエット
13568,ブシュラ
13569,ブリブリ
13570,ブリジット
13571,ビュル
13572,カミーユ
13573,キャプシーヌ
13574,カリーヌ
13575,カーラ
13576,カルメン
13577,キャロル
13578,カロリーヌ
13579,カサンドル
13580,カトリーヌ
13581,セシール
13582,セレスト
13583,セレスティーヌ
13584,セリア
13585,セリーヌ
13586,セレナ
13587,シャンタル
13588,シャルロット
13589,キアラ
13590,シメーヌ
13591,クロエ
13592,クリステル
13593,クリスティアーヌ
13594,クリスティーヌ
13595,クレール
13596,クラリス
13597,クロード
13598,クローデット
13599,クロディー
13600,クロディーヌ
13601,クレマンス
13602,クレマンティーヌ
13603,クリオ
13604,クロティルド
13605,コラ
13606,コレット
13607,コロンブ
13608,コンスタンス
13609,コラリー
13610,コリンヌ
13611,コゼット
13612,シリエル
13613,ダニエル
13614,デボラ
13615,デルフィーヌ
13616,ドゥニーズ
13617,デジレ
13618,ディアヌ
13619,ドミニク
13620,ドリアーヌ
13621,ドロテー
13622,デュプレー
13623,エディト
13624,エドウィーナ
13625,エジェリー
13626,エレアノール
13627,エレオノール
13628,エリアーヌ
13629,エリーヌ
13630,エリザ
13631,エリザベート
13632,エリーズ
13633,エリーゼ
13634,エロディ
13635,エロイーズ
13636,エルザ
13637,エミリー
13638,エミリエンヌ
13639,エンマ
13640,エマニュエル
13641,エムリーヌ
13642,エポニーヌ
13643,エステル
13644,ウジェニー
13645,ユニス
13646,エヴリーヌ
13647,ファビエンヌ
13648,ファニー
13649,ファンティーヌ
13650,フェリシー
13651,フェリシテ
13652,フェルナンド
13653,フラヴィ
13654,フルール
13655,フローラ
13656,フロランス
13657,フロリーヌ
13658,フランス
13659,フランソワーズ
13660,フランセット
13661,フランシーヌ
13662,フランソワーズ
13663,フレデリーク
13664,ガブリエル
13665,カビー
13666,ガエル
13667,ジュヌヴィエーヴ
13668,ジョルジュ
13669,ジョルジェット
13670,ジョルジーヌ
13671,ジェラルディン
13672,ジェルメーヌ
13673,ジェルトリュド
13674,ジェルヴェーズ
13675,ジスレーヌ
13676,ジジ
13677,ジルベルト
13678,ジネット
13679,ジゼル
13680,グレース
13681,グラシアーヌ
13682,エデ
13683,エレーヌ
13684,エリア
13685,エロイーズ
13686,アンリエット
13687,エルミール
13688,イレール
13689,イッポリート
13690,オノリーヌ
13691,イアサント
13692,イネス
13693,インガ
13694,イングリド
13695,イレーヌ
13696,イザボー
13697,イザベル
13698,ジャサント
13699,ジャクリーヌ
13700,ジェニフェール
13701,ジャニーヌ
13702,ジャンヌ
13703,ジャネット
13704,ジニー
13705,ジョスリーヌ
13706,ジョエル
13707,ジョジョ
13708,ジョゼ
13709,ショセフィー
13710,ジョゼット
13711,ジョジアーヌ
13712,ジョスリーヌ
13713,ジュディト
13714,ジュリー
13715,ジュリエンヌ
13716,ジュリエッタ
13717,ジュリエット
13718,ジュスティーヌ
13719,カリマ
13720,カリーネ
13721,カティア
13722,クリスティーナ
13723,レティシア
13724,ロール
13725,ロランス
13726,レリア
13727,リアーヌ
13728,リリー
13729,リリアーヌ
13730,リリト
13731,リヌ
13732,リーズ
13733,リゼット
13734,ロアナ
13735,ロロット
13736,ロレーヌ
13737,ルー
13738,ルイーズ
13739,ルイゾン
13740,リュシー
13741,リュシエンヌ
13742,リュシール
13743,リュクレース
13744,リュディヴィーヌ
13745,リュリュ
13746,リディアーヌ
13747,マドレーヌ
13748,マドロン
13749,マガリ
13750,マオー
13751,マリア
13752,マノン
13753,マヌエラ
13754,マルセル
13755,マルゴ
13756,マルグリート
13757,マリアンヌ
13758,マリー
13759,マリエル
13760,マリエッタ
13761,マリルー
13762,マリナ
13763,マリオン
13764,マリテ
13765,マジョレーヌ
13766,マルト
13767,マルティーヌ
13768,マリー
13769,マリリン
13770,マリリーズ
13771,マリーズ
13772,マリヴォンヌ
13773,マティルダ
13774,マティルド
13775,モード
13776,メレーヌ
13777,メラニー
13778,メリザンド
13779,ミシェル
13780,ミシュリーヌ
13781,ミシェル
13782,ミレーヌ
13783,ミミ
13784,ミネット
13785,ミレーユ
13786,モニク
13787,モルガン
13788,ミュリエル
13789,ミレーヌ
13790,ミリアム
13791,ナデージュ
13792,ナディア
13793,ナディーヌ
13794,ナターシャ
13795,ナタリー
13796,ネリー
13797,ニコール
13798,ニコレット
13799,ニーナ
13800,ニネット
13801,ニノン
13802,ノエリア
13803,ノエル
13804,ノエミ
13805,オデット
13806,オディール
13807,オルガ
13808,オリーヴ
13809,オリヴィア
13810,オリアーヌ
13811,パメラ
13812,パスカル
13813,パトリシア
13814,ポーラ
13815,ポーレット
13816,ポリーヌ
13817,ペラジー
13818,ペリーヌ
13819,フィービー
13820,フィリピーヌ
13821,フィービー
13822,キトリー
13823,ラシェル
13824,ラファエル
13825,レジーヌ
13826,レーヌ
13827,ルネ
13828,ロカール
13829,ロシェル
13830,ロメーヌ
13831,ロマーヌ
13832,ロザリー
13833,ローズ
13834,ロズリーヌ
13835,ロズモンド
13836,ロジーヌ
13837,ロキサーヌ
13838,サンドラ
13839,サンドリーヌ
13840,サラ
13841,セゴレーヌ
13842,セヴリーヌ
13843,シビル
13844,シドニー
13845,シモーヌ
13846,ソランジュ
13847,ソレーヌ
13848,ソレンヌ
13849,ソフィー
13850,ステファーヌ
13851,ステファニー
13852,スルヤ
13853,シュザンヌ
13854,シュゼット
13855,シュゾン
13856,シルヴェーヌ
13857,シルヴィ
13858,タイナ
13859,タチアナ
13860,テッサ
13861,テレーズ
13862,ティファニー
13863,ティファンヌ
13864,トニー
13865,ユルシュル
13866,ヴァランティーヌ
13867,ヴァレリー
13868,ヴァネッサ
13869,ヴェラ
13870,ヴェロニク
13871,ヴィクトワール
13872,ヴィクトリーヌ
13873,ヴィオレーヌ
13874,ヴァイオレット
13875,ヴィルジニー
13876,ヴヴィアンヌ
13877,ヤニック
13878,ヨランド
13879,イヴェット
13880,イヴォンヌ
13881,ザザ
13882,ゼナイド
13883,ジヌディーヌ
13884,ゾエ

14000,アデライード
14001,アデーレ
14002,アーデルハイド
14003,アドルファ
14004,アドルフィーネ
14005,アガータ
14006,アガーテ
14007,アグラーヤ
14008,アグネス
14009,アグリッピナ
14010,アルベルタ
14011,アルベルティーナ
14012,アルベルティーネ
14013,アルビーネ
14014,アレクサンドラ
14015,アリーセ
14016,アリーナ
14017,アリョーナ
14018,アレグラ
14019,アルマ
14020,アルムート
14021,アルステーデ
14022,アマルベルガ
14023,アマーリア
14024,アマーリエ
14025,アマンダ
14026,アメーリエ
14027,アナスタージア
14028,アンカ
14029,アンドレア
14030,アンドリアナ
14031,アンジェリーナ
14032,アンジェリーク
14033,アニータ
14034,アンニャ
14035,アンケ
14036,エンヒェン
14037,アンネ
14038,アンネゲルト
14039,アンネリース
14040,アンネリーゼ
14041,アンネマリー
14042,アンネローゼ
14043,アンネッテ
14044,アニ
14045,アニカ
14046,アンゼルマ
14047,アントーニア
14048,アントーニエ
14049,アンタニナ
14050,アヌシュカ
14051,アポローニア
14052,アラベラ
14053,アリアネ
14054,アストリッド
14055,アティカ
14056,アウドラ
14057,アウグスタ
14058,アウグステ
14059,アウレーリア
14060,アウレーリエ
14061,バベッテ
14062,バルバラ
14063,バルベル
14064,バスティエンヌ
14065,ベアータ
14066,ベアーテ
14067,ベアトリーセ
14068,ベアトリクス
14069,ベッガ
14070,ベラ
14071,ベネディクタ
14072,ベリンダ
14073,ベルンハルデ
14074,ベルンハルディーネ
14075,ベルタ
14076,ベルティルデ
14077,ベートゲア
14078,ベッティ
14079,ベッティーナ
14080,ベッティーネ
14081,ビアンカ
14082,ビルギット
14083,ブリギッタ
14084,ブリギッテ
14085,ブリッタ
14086,ブリュンヒルト
14087,ブリュンヒルデ
14088,ツェツィーリア
14089,ツェツィーリエ
14090,カミラ
14091,カルラ
14092,カルメン
14093,キャサリン
14094,ヒャーリス
14095,シャルロッテ
14096,クロジンデ
14097,クリスタ
14098,クリステル
14099,クリスティアーネ
14100,クリスティーナ
14101,クリスティーネ
14102,シンディ
14103,クララ
14104,クラウディア
14105,クレメンティア
14106,コンスタンツェ
14107,コルドゥラ
14108,コリーナ
14109,コリンナ
14110,コルネリア
14111,コロナ
14112,コージマ
14113,コスタ
14114,ダグマー
14115,ダニエラ
14116,デリア
14117,デニス
14118,ディアーナ
14119,ダイアン
14120,ディートリンデ
14121,ディオーティマ
14122,ドード
14123,ドルテ
14124,ドミニク
14125,ドーラ
14126,ドリス
14127,ドロテア
14128,エーバーハルテ
14129,エッダ
14130,エーデルガルト
14131,エーデルトラウト
14132,エーデルトルート
14133,エディト
14134,エディタ
14135,エレオノーレ
14136,エルフリーデ
14137,エリザベート
14138,エリザベータ
14139,エリーゼ
14140,エラ
14141,エレン
14142,エリー
14143,エルミーラ
14144,エルザ
14145,エルスベト
14146,エルスヒェン
14147,エルゼ
14148,エルヴィーラ
14149,エマヌエーラ
14150,エメレンツィア
14151,エミーリア
14152,エミーリエ
14153,エリカ
14154,エルナ
14155,エルメントラウト
14156,エルネスタ
14157,エルネスティーネ
14158,エルヴィーネ
14159,オイドクシア
14160,オイゲーニエ
14161,エーファ
14162,エーフヒェン
14163,エヴェリーン
14164,エーフィ
14165,ファニー
14166,フィーネ
14167,フローラ
14168,フランカ
14169,フレンツヒェン
14170,フランツィスカ
14171,フレーデグンデ
14172,フリーダ
14173,フリーデル
14174,フリーダ
14175,フリーデリカ
14176,フリーデリーケ
14177,ガービ
14178,ガブリエーレ
14179,ゲオルギーネ
14180,ゲルト
14181,ゲルダ
14182,ゲルトラウデ
14183,ゲルトルート
14184,ゲルトルーデ
14185,ギレーヌ
14186,ギラ
14187,ギーゼラ
14188,ギッタ
14189,グロリア
14190,グレーテ
14191,グレーテル
14192,グレーティア
14193,グリゼルディス
14194,グリット
14195,グードルーン
14196,グードゥラ
14197,グンドゥラ
14198,グーニラ
14199,ハンカ
14200,ハンナ
14201,ハンネ
14202,ハネローレ
14203,ハンジ
14204,ヘッダ
14205,ヘーデ
14206,ヘートヴィヒ
14207,ハイデ
14208,ハイディマリー
14209,ハイケ
14210,ハインリーケ
14211,ヘクバ
14212,ヘレーナ
14213,ヘレーネ
14214,ヘルガ
14215,ヘラ
14216,ヘルマ
14217,ヘルミーネ
14218,ヘロイーゼ
14219,ヘルムトラウト
14220,ヘンリエッテ
14221,ヘンリーケ
14222,ヘルルーガ
14223,ヘルミーネ
14224,ヘルタ
14225,ヒルダ
14226,ヒルトブルク
14227,ヒルデ
14228,ヒルデブルク
14229,ヒルデガルト
14230,ヒルデグント
14231,ホルダ
14232,フルダ
14233,イーダ
14234,イドゥベルガ
14235,イルケ
14236,イローナ
14237,イルゼ
14238,イムケ
14239,イーナ
14240,イネス
14241,インゲ
14242,インゲボルク
14243,インゲブルク
14244,イングヒルト
14245,イングリト
14246,イレーネ
14247,イリス
14248,イルマ
14249,イルムガルト
14250,イルムトラウト
14251,イザベル
14252,イザベラ
14253,イザベル
14254,イズベルガ
14255,イスメーネ
14256,イゾルデ
14257,イタ
14258,ヤナ
14259,ヤネット
14260,ヤンカ
14261,ヤスミン
14262,イェニー
14263,ジェニファー
14264,ジル
14265,ヨランデ
14266,ヨゼフィーネ
14267,ユークンダ
14268,ユーディト
14269,ユールヒェン
14270,ユリア
14271,ユリアーナ
14272,ユリアーネ
14273,ユリアーヌス
14274,ユーリエ
14275,ユスティーナ
14276,ユスティーネ
14277,ユッタ
14278,カヤ
14279,カレン
14280,カーリン
14281,カルラ
14282,カルリーネ
14283,カローラ
14284,カロリーネ
14285,カトリーン
14286,カタリーナ
14287,ケートヒェン
14288,カタリーネ
14289,カトライン
14290,カトリーン
14291,カティ
14292,カトリーン
14293,カティア
14294,ケルスティン
14295,キム
14296,キルステン
14297,クラーラ
14298,クレールヒェン
14299,クラリッサ
14300,コンスタンツェ
14301,コルデーリア
14302,コルドゥラ
14303,コルネリア
14304,コルネリエ
14305,コージマ
14306,クリームヒルト
14307,クリスティン
14308,クーニグント
14309,クーニグンデ
14310,ラーレ
14311,ララ
14312,レティーツィア
14313,ラウラ
14314,レア
14315,レーネ
14316,レーニ
14317,レノーレ
14318,レオノーレ
14319,レオポルダ
14320,レオポルディーネ
14321,リブッサ
14322,リディ
14323,リーザ
14324,リースヒェン
14325,リーゼロッテ
14326,リーゼル
14327,リリー
14328,リーナ
14329,リンダ
14330,リーネ
14331,リースベト
14332,リーゼロッテ
14333,ローラ
14334,ローレ
14335,ロッテ
14336,ルー
14337,ルーツィア
14338,ルーツィエ
14339,ルーツィンデ
14340,ルイースヒェン
14341,ルイーゼ
